category	description	cov	adv	free	bold	rank1	rank2	rank3	rank4	rank5	rank6	rank7	rank8	rank9	rank10	cov_us_year	cov_conversions_year
97008407	(Triethylsilyl)acetylene	EM	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008407	(Triethylsilyl)acetylene	EP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008407	(Triethylsilyl)acetylene	GA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008407	(Triethylsilyl)acetylene	GT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008407	(Triethylsilyl)acetylene	IL	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008407	(Triethylsilyl)acetylene	JN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008407	(Triethylsilyl)acetylene	MO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008407	(Triethylsilyl)acetylene	NA	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
97008407	(Triethylsilyl)acetylene	NT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008407	(Triethylsilyl)acetylene	PR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008407	(Triethylsilyl)acetylene	WA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008407	(Triethylsilyl)acetylene	WI	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008407	(Triethylsilyl)acetylene	WP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008818	1,1,1,3,3-Pentafluoropropane	DN	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
97008818	1,1,1,3,3-Pentafluoropropane	NA	1	0	1	0	0	0	0	0	0	0	0	0	0	27	8
97008679	1,1,3,3-Tetrabutylurea	CS	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
97008679	1,1,3,3-Tetrabutylurea	DN	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
97008679	1,1,3,3-Tetrabutylurea	EP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008679	1,1,3,3-Tetrabutylurea	JN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008679	1,1,3,3-Tetrabutylurea	MO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008679	1,1,3,3-Tetrabutylurea	NA	2	3	2	0	0	0	0	0	0	0	0	0	0	7	2
97008679	1,1,3,3-Tetrabutylurea	NT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008679	1,1,3,3-Tetrabutylurea	WI	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008349	1,1-Diphenyl-2-propyn-1-ol	EM	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
97008349	1,1-Diphenyl-2-propyn-1-ol	EP	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
97008349	1,1-Diphenyl-2-propyn-1-ol	GA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008349	1,1-Diphenyl-2-propyn-1-ol	GT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008349	1,1-Diphenyl-2-propyn-1-ol	IL	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008349	1,1-Diphenyl-2-propyn-1-ol	JN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008349	1,1-Diphenyl-2-propyn-1-ol	MO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008349	1,1-Diphenyl-2-propyn-1-ol	NA	0	4	0	0	0	0	0	0	0	0	0	0	0	10	2
97008349	1,1-Diphenyl-2-propyn-1-ol	OR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008349	1,1-Diphenyl-2-propyn-1-ol	PR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008349	1,1-Diphenyl-2-propyn-1-ol	WA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008349	1,1-Diphenyl-2-propyn-1-ol	WI	0	1	0	0	0	0	0	0	0	0	0	0	0	1	6
97008349	1,1-Diphenyl-2-propyn-1-ol	WP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008402	1,10-Phenanthroline	EM	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
97008402	1,10-Phenanthroline	EP	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
97008402	1,10-Phenanthroline	MO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008402	1,10-Phenanthroline	NA	0	3	0	0	0	0	0	0	0	0	0	0	0	13	6
97008402	1,10-Phenanthroline	OR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008402	1,10-Phenanthroline	WI	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008725	1,2,4-Trimethylbenzene	DN	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
97008725	1,2,4-Trimethylbenzene	EM	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008725	1,2,4-Trimethylbenzene	EP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008725	1,2,4-Trimethylbenzene	FL	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008725	1,2,4-Trimethylbenzene	MO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008725	1,2,4-Trimethylbenzene	NA	1	4	1	0	0	0	0	0	0	0	0	0	0	11	4
97008725	1,2,4-Trimethylbenzene	NT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008725	1,2,4-Trimethylbenzene	WI	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008726	1,3,5-Trimethylbenzene	DN	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
97008726	1,3,5-Trimethylbenzene	EM	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
97008726	1,3,5-Trimethylbenzene	EP	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
97008726	1,3,5-Trimethylbenzene	MO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008726	1,3,5-Trimethylbenzene	NA	1	4	1	0	0	0	0	0	0	0	0	0	0	7	1
97008726	1,3,5-Trimethylbenzene	NT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008726	1,3,5-Trimethylbenzene	OR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008726	1,3,5-Trimethylbenzene	WI	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008819	1,3,6-Hexanetricarbonitrile	DN	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
97008819	1,3,6-Hexanetricarbonitrile	NA	1	0	1	0	0	0	0	0	0	0	0	0	0	4	2
97008380	1,4-Cyclohexadiene	EP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008380	1,4-Cyclohexadiene	GA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008380	1,4-Cyclohexadiene	GT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008380	1,4-Cyclohexadiene	IL	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008380	1,4-Cyclohexadiene	JN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008380	1,4-Cyclohexadiene	MO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008380	1,4-Cyclohexadiene	NA	0	3	0	0	0	0	0	0	0	0	0	0	0	7	4
97008380	1,4-Cyclohexadiene	NT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008380	1,4-Cyclohexadiene	PR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008380	1,4-Cyclohexadiene	WA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008380	1,4-Cyclohexadiene	WI	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008380	1,4-Cyclohexadiene	WP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008401	1,4-Diethynylbenzene	EM	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008401	1,4-Diethynylbenzene	EP	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
97008401	1,4-Diethynylbenzene	GA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008401	1,4-Diethynylbenzene	GT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008401	1,4-Diethynylbenzene	IL	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008401	1,4-Diethynylbenzene	JN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008401	1,4-Diethynylbenzene	MO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008401	1,4-Diethynylbenzene	NA	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0
97008401	1,4-Diethynylbenzene	OR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008401	1,4-Diethynylbenzene	PR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008401	1,4-Diethynylbenzene	WA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008401	1,4-Diethynylbenzene	WI	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008401	1,4-Diethynylbenzene	WP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008411	1,5-Cyclooctadiene	CN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008411	1,5-Cyclooctadiene	EM	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
97008411	1,5-Cyclooctadiene	EP	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
97008411	1,5-Cyclooctadiene	GA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008411	1,5-Cyclooctadiene	GT	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
97008411	1,5-Cyclooctadiene	IL	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
97008411	1,5-Cyclooctadiene	JN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008411	1,5-Cyclooctadiene	MO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008411	1,5-Cyclooctadiene	NA	0	4	0	0	0	0	0	0	0	0	0	0	0	13	7
97008411	1,5-Cyclooctadiene	NH	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008411	1,5-Cyclooctadiene	OR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008411	1,5-Cyclooctadiene	PR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008411	1,5-Cyclooctadiene	WA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008411	1,5-Cyclooctadiene	WI	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008411	1,5-Cyclooctadiene	WP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008399	1,5-Hexadiyne	EM	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
97008399	1,5-Hexadiyne	EP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008399	1,5-Hexadiyne	NA	0	3	0	0	0	0	0	0	0	0	0	0	0	11	2
97008399	1,5-Hexadiyne	NT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008399	1,5-Hexadiyne	OR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008398	1,6-Heptadiyne	EM	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008398	1,6-Heptadiyne	EP	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
97008398	1,6-Heptadiyne	GA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008398	1,6-Heptadiyne	GT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008398	1,6-Heptadiyne	IL	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008398	1,6-Heptadiyne	JN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008398	1,6-Heptadiyne	MO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008398	1,6-Heptadiyne	NA	0	4	0	0	0	0	0	0	0	0	0	0	0	7	8
97008398	1,6-Heptadiyne	NT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008398	1,6-Heptadiyne	OR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008398	1,6-Heptadiyne	PR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008398	1,6-Heptadiyne	WA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008398	1,6-Heptadiyne	WI	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008398	1,6-Heptadiyne	WP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008570	1,6-Hexanediol	CS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008570	1,6-Hexanediol	DN	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
97008570	1,6-Hexanediol	EM	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
97008570	1,6-Hexanediol	EP	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
97008570	1,6-Hexanediol	MO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008570	1,6-Hexanediol	NA	1	4	1	0	0	0	0	0	0	0	0	0	0	15	18
97008570	1,6-Hexanediol	NH	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008570	1,6-Hexanediol	ON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008570	1,6-Hexanediol	OR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008570	1,6-Hexanediol	WI	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008831	1,6-Hexanediol ethoxylate diacrylate	DN	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
97008831	1,6-Hexanediol ethoxylate diacrylate	NA	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0
97008390	1-Amino-10-undecene	FL	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008390	1-Amino-10-undecene	NA	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1
52280401	1-Amino-2-propanol	AB	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
52280401	1-Amino-2-propanol	CN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
52280401	1-Amino-2-propanol	CS	1	1	1	0	0	0	0	0	0	0	0	0	0	1	5
52280401	1-Amino-2-propanol	CT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
52280401	1-Amino-2-propanol	DN	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
52280401	1-Amino-2-propanol	EP	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
52280401	1-Amino-2-propanol	GA	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
52280401	1-Amino-2-propanol	GT	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
52280401	1-Amino-2-propanol	IL	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
52280401	1-Amino-2-propanol	JN	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
52280401	1-Amino-2-propanol	LA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
52280401	1-Amino-2-propanol	MI	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
52280401	1-Amino-2-propanol	MO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
52280401	1-Amino-2-propanol	NA	3	4	3	0	0	0	0	0	0	0	0	0	0	32	4
52280401	1-Amino-2-propanol	NO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
52280401	1-Amino-2-propanol	NT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
52280401	1-Amino-2-propanol	PR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
52280401	1-Amino-2-propanol	QC	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
52280401	1-Amino-2-propanol	SO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
52280401	1-Amino-2-propanol	WA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
52280401	1-Amino-2-propanol	WI	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
52280401	1-Amino-2-propanol	WP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008351	1-Amino-5-hexene	DN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008351	1-Amino-5-hexene	NA	0	2	0	0	0	0	0	0	0	0	0	0	0	4	4
97008351	1-Amino-5-hexene	VA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008368	1-Bromo-2-butyne	EM	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
97008368	1-Bromo-2-butyne	EP	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
97008368	1-Bromo-2-butyne	MO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008368	1-Bromo-2-butyne	NA	0	4	0	0	0	0	0	0	0	0	0	0	0	19	1
97008368	1-Bromo-2-butyne	NT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008368	1-Bromo-2-butyne	OR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008368	1-Bromo-2-butyne	WI	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008392	1-Bromo-2-pentyne	EM	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008392	1-Bromo-2-pentyne	EP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008392	1-Bromo-2-pentyne	GA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008392	1-Bromo-2-pentyne	GT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008392	1-Bromo-2-pentyne	IL	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008392	1-Bromo-2-pentyne	JN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008392	1-Bromo-2-pentyne	MO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008392	1-Bromo-2-pentyne	NA	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0
97008392	1-Bromo-2-pentyne	NT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008392	1-Bromo-2-pentyne	PR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008392	1-Bromo-2-pentyne	WA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008392	1-Bromo-2-pentyne	WI	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008392	1-Bromo-2-pentyne	WP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008727	1-Bromo-3-Chloro-5,5-Dimethylhydantoin	DN	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
97008727	1-Bromo-3-Chloro-5,5-Dimethylhydantoin	EP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008727	1-Bromo-3-Chloro-5,5-Dimethylhydantoin	FL	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008727	1-Bromo-3-Chloro-5,5-Dimethylhydantoin	MO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008727	1-Bromo-3-Chloro-5,5-Dimethylhydantoin	NA	1	3	1	0	0	0	0	0	0	0	0	0	0	12	4
97008727	1-Bromo-3-Chloro-5,5-Dimethylhydantoin	NT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008727	1-Bromo-3-Chloro-5,5-Dimethylhydantoin	WI	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008801	1-Bromopropane	DN	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
97008801	1-Bromopropane	EM	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
97008801	1-Bromopropane	EP	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
97008801	1-Bromopropane	MO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008801	1-Bromopropane	NA	1	4	1	0	0	0	0	0	0	0	0	0	0	8	3
97008801	1-Bromopropane	NT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008801	1-Bromopropane	OR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008801	1-Bromopropane	WI	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008376	1-Butyne	EP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008376	1-Butyne	MO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008376	1-Butyne	NA	0	1	0	0	0	0	0	0	0	0	0	0	0	6	3
97008376	1-Butyne	WI	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008377	1-Heptyne	EM	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
97008377	1-Heptyne	EP	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
97008377	1-Heptyne	MO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008377	1-Heptyne	NA	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0
97008377	1-Heptyne	OR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008377	1-Heptyne	WI	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008378	1-Hexyne	EP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008378	1-Hexyne	GA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008378	1-Hexyne	GT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008378	1-Hexyne	IL	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
97008378	1-Hexyne	JN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008378	1-Hexyne	MO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008378	1-Hexyne	NA	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0
97008378	1-Hexyne	PR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008378	1-Hexyne	WA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008378	1-Hexyne	WI	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008378	1-Hexyne	WP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008728	1-Hydroxyethylidene-1, 1-Diphosphonic Acid	DN	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
97008728	1-Hydroxyethylidene-1, 1-Diphosphonic Acid	EM	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
97008728	1-Hydroxyethylidene-1, 1-Diphosphonic Acid	EP	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
97008728	1-Hydroxyethylidene-1, 1-Diphosphonic Acid	MO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008728	1-Hydroxyethylidene-1, 1-Diphosphonic Acid	NA	1	5	1	0	0	0	0	0	0	0	0	0	0	3	0
97008728	1-Hydroxyethylidene-1, 1-Diphosphonic Acid	OR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008728	1-Hydroxyethylidene-1, 1-Diphosphonic Acid	WI	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
97008804	1-methoxy-2-propanol acetate	CS	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
97008804	1-methoxy-2-propanol acetate	DN	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
97008804	1-methoxy-2-propanol acetate	EM	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008804	1-methoxy-2-propanol acetate	EP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008804	1-methoxy-2-propanol acetate	JN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008804	1-methoxy-2-propanol acetate	MO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008804	1-methoxy-2-propanol acetate	NA	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0
97008804	1-methoxy-2-propanol acetate	NH	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008804	1-methoxy-2-propanol acetate	NT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008804	1-methoxy-2-propanol acetate	ON	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2
97008804	1-methoxy-2-propanol acetate	WI	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008381	1-Methyl-1,4-cyclohexadiene	EP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008381	1-Methyl-1,4-cyclohexadiene	GA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008381	1-Methyl-1,4-cyclohexadiene	GT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008381	1-Methyl-1,4-cyclohexadiene	IL	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008381	1-Methyl-1,4-cyclohexadiene	JN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008381	1-Methyl-1,4-cyclohexadiene	MO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008381	1-Methyl-1,4-cyclohexadiene	NA	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
97008381	1-Methyl-1,4-cyclohexadiene	PR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008381	1-Methyl-1,4-cyclohexadiene	WA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008381	1-Methyl-1,4-cyclohexadiene	WI	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008381	1-Methyl-1,4-cyclohexadiene	WP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008729	1-Naphthol	DN	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
97008729	1-Naphthol	EM	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
97008729	1-Naphthol	EP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008729	1-Naphthol	MO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008729	1-Naphthol	NA	1	4	1	0	0	0	0	0	0	0	0	0	0	7	8
97008729	1-Naphthol	NH	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008729	1-Naphthol	NT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008729	1-Naphthol	ON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008729	1-Naphthol	WI	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008642	1-Octyl-2-pyrrolidone	CS	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
97008642	1-Octyl-2-pyrrolidone	DN	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
97008642	1-Octyl-2-pyrrolidone	EM	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008642	1-Octyl-2-pyrrolidone	EP	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
97008642	1-Octyl-2-pyrrolidone	JN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008642	1-Octyl-2-pyrrolidone	MO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008642	1-Octyl-2-pyrrolidone	NA	2	3	2	0	0	0	0	0	0	0	0	0	0	4	2
97008642	1-Octyl-2-pyrrolidone	NT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008642	1-Octyl-2-pyrrolidone	OR	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008642	1-Octyl-2-pyrrolidone	WI	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008382	1-Pentene	EM	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008382	1-Pentene	EP	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
97008382	1-Pentene	GA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008382	1-Pentene	GT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008382	1-Pentene	IL	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008382	1-Pentene	JN	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008382	1-Pentene	MO	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97008382	1-Pentene	NA	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0
